iteration scheduler BSLD AVGW AVGT SLD
4 sb 332.62339264692463 108069.2158203125 161053.5849609375 -1641.1433135472746
4 sf 332.62339264692463 108069.2158203125 161053.5849609375 -1641.1433135472746
4 lr 904.6789075023948 84271.267578125 137255.63671875 -1811.176555434732
4 lb 908.3406271082576 97021.8193359375 150006.1884765625 -2538.5112659503984
4 lf 908.3406271082576 97021.8193359375 150006.1884765625 -2538.5112659503984
4 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 7582.3406352394695 321562.50763607025 374598.61932468414 -48261.91261329199
4 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 6827.864168189499 303121.47119886335 356157.63341730926 -43622.711576705384
5 rr 843.3820726602951 30030.978515625 136842.1318359375 3496.0171266037473
5 rb 1277.1029865940357 88611.2490234375 195422.40234375 -551.8870361924226
5 rf 1280.6625901162197 88761.001953125 195572.1552734375 -553.2798508250014
5 fr 837.6230857533543 29767.451171875 136578.6044921875 3482.2234322005274
5 fb 1280.8575389329267 88625.3779296875 195436.53125 -526.412077185004
5 ff 1280.8575389329267 88625.3779296875 195436.53125 -526.412077185004
5 sr 838.1976174860714 29953.9072265625 136765.060546875 3482.0581608733482
5 sb 1276.2354386450913 88695.1201171875 195506.2734375 -550.0764242641354
5 sf 1276.2354386450913 88695.1201171875 195506.2734375 -550.0764242641354
5 lr 624.5130102608994 43281.8427734375 150092.99609375 -72.00421327890722
5 lb 1277.1158659965856 88477.8076171875 195288.9609375 -548.880312621346
5 lf 1277.1158659965856 88477.8076171875 195288.9609375 -548.880312621346
5 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 15757.734663684554 669693.0847730637 776608.5458602905 -83599.41643354164
5 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 14616.652645679016 611429.4239109112 718344.9868611917 -66884.73829700027
6 rr 1511.3603147853112 70222.3115234375 80209.5322265625 -6104.580914365853
6 rb 2098.5732772481065 99315.634765625 109302.85546875 -9144.356607889553
6 rf 1649.6115030165345 74152.8544921875 84140.0751953125 -7093.979622277986
6 fr 1005.4716904313049 67684.6572265625 77671.8779296875 -1482.789552438239
6 fb 1692.7071268119555 121567.9814453125 131555.2021484375 -1938.8005860941637
6 ff 1692.7071268119555 121567.9814453125 131555.2021484375 -1938.8005860941637
6 sr 165.68636589550903 11883.2646484375 21870.4853515625 -1038.6970933833861
6 sb 166.93905964318947 13935.673828125 23922.89453125 -1036.8256496357074
6 sf 166.93905964318947 13935.673828125 23922.89453125 -1036.8256496357074
6 lr 449.48112755693285 8625.861328125 18613.08203125 -4169.7407075280125
6 lb 624.641762435244 14777.01171875 24764.232421875 -5440.040667577777
6 lf 624.641762435244 14777.01171875 24764.232421875 -5440.040667577777
6 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 1230.9626416254453 53632.16309738159 63629.13694572449 -7169.342751062594
6 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 1264.6331606907354 52801.41226864979 62798.39564154856 -7373.2456376683185
7 rr 1.0 0.0 3367.5380859375 1.0
7 rb 1.0 0.0 3367.5380859375 1.0
7 rf 1.0 0.0 3367.5380859375 1.0
7 fr 1.0 0.0 3367.5380859375 1.0
7 fb 1.0 0.0 3367.5380859375 1.0
7 ff 1.0 0.0 3367.5380859375 1.0
7 sr 1.0 0.0 3367.5380859375 1.0
7 sb 1.0 0.0 3367.5380859375 1.0
7 sf 1.0 0.0 3367.5380859375 1.0
7 lr 1.0 0.0 3367.5380859375 1.0
7 lb 1.0 0.0 3367.5380859375 1.0
7 lf 1.0 0.0 3367.5380859375 1.0
7 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 10.40969434885567 2295.953125 5666.779822349548 10.40969434885567
7 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 4.5470570768102565 855.4716339111328 4226.301542795263 -2.1216929231897432
8 rr 1.8013784640885766 12217.7666015625 154898.13671875 2.81820789117191
8 rb 1.966319898825732 12205.349609375 154885.7197265625 3.0912222425757325
8 rf 2.1880927723134365 12227.892578125 154908.2626953125 3.6866186279681985
8 fr 1.8013783358828317 12217.7666015625 154898.13671875 2.8182077629661646
8 fb 2.316580428436001 12125.5234375 154805.8935546875 3.907740212662191
8 ff 2.316580428436001 12125.5234375 154805.8935546875 3.907740212662191
8 sr 1.7953363853359778 12215.80859375 154896.1787109375 2.8121658124193143
8 sb 1.8368557021857663 12223.353515625 154903.7236328125 2.8536851292691026
8 sf 1.8368557021857663 12223.353515625 154903.7236328125 2.8536851292691026
8 lr 1.141476355858062 12205.3388671875 154885.708984375 1.141476355858062
8 lb 1.8358793342401547 12138.98828125 154819.3583984375 2.852708761323488
8 lf 1.8358793342401547 12138.98828125 154819.3583984375 2.852708761323488
8 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 1.8031712079724231 12229.621082305908 155049.32749843597 2.820993632543141
8 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 2.1005731073733784 12238.32384871319 155058.1663354477 3.3901226921443977
9 rr 727.055730780742 39954.4287109375 65373.00390625 -92.82076777766576
9 rb 2525.160910223454 171533.2880859375 196951.86328125 3274.0012503927255
9 rf 3306.5002842227345 228364.4091796875 253782.984375 2233.419871276304
9 fr 1.7751669300388864 142.10546875 25560.6806640625 2.160713805038886
9 fb 1568.3602611197023 95756.765625 121175.3408203125 768.8061502566077
9 ff 1568.3602611197023 95756.765625 121175.3408203125 768.8061502566077
9 sr 1.171292177898424 15.8369140625 25434.412109375 1.308792177898424
9 sb 743.427293671926 59776.9169921875 85195.4921875 808.7959553162713
9 sf 743.427293671926 59776.9169921875 85195.4921875 808.7959553162713
9 lr 2.571402146004267 199.7177734375 25618.29296875 3.746011521004266
9 lb 808.5150048765137 55857.6396484375 81276.21484375 522.8237485986116
9 lf 808.5150048765137 55857.6396484375 81276.21484375 522.8237485986116
9 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 1418.609241571613 99083.93421840668 124527.33224105835 1274.8646188790062
9 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 3119.8286331557374 221203.89251388516 246647.31477757916 2198.471617620182
10 rr 1.0006243259310623 0.666015625 3519.1123046875 1.0006243259310623
10 rb 1.8967504158337032 156.40234375 3674.8486328125 1.8967504158337032
10 rf 1.8961782057361727 162.201171875 3680.6474609375 1.8961782057361727
10 fr 1.0006148093911502 0.5537109375 3519.0 1.0006148093911502
10 fb 1.8539992497777908 154.9521484375 3673.3984375 1.8539992497777908
10 ff 1.8539992497777908 154.9521484375 3673.3984375 1.8539992497777908
10 sr 1.0006037587782095 0.4013671875 3518.84765625 1.0006037587782095
10 sb 1.8567662697182477 174.9970703125 3693.443359375 1.8567662697182477
10 sf 1.8567662697182477 174.9970703125 3693.443359375 1.8567662697182477
10 lr 2.181048368182734 219.830078125 3738.2763671875 2.181048368182734
10 lb 1.8523206318205387 145.3720703125 3663.818359375 1.8523206318205387
10 lf 1.8523206318205387 145.3720703125 3663.818359375 1.8523206318205387
10 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 3.2314152732841532 443.50915241241455 3965.391424179077 3.2314152732841532
10 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 4.545695015643294 617.0200284691527 4138.905655687675 4.545695015643294
11 rr 12.223500340271398 2526.556640625 15506.23828125 41.02869239756307
11 rb 10.20431535838561 1320.333984375 14300.015625 38.404308382939185
11 rf 10.04100922814184 1808.8798828125 14788.5615234375 28.131519133275756
11 fr 11.143176179395073 2075.2744140625 15054.9560546875 41.77208242939506
11 fb 16.128927728284427 2709.9423828125 15689.6240234375 56.57031653966836
11 ff 16.128927728284427 2709.9423828125 15689.6240234375 56.57031653966836
11 sr 2.3751080045900625 645.556640625 13625.23828125 5.895422829738876
11 sb 3.456410539638195 1028.1572265625 14007.8388671875 4.528370407569745
11 sf 3.456410539638195 1028.1572265625 14007.8388671875 4.528370407569745
11 lr 3.301394782744914 562.3876953125 13542.0693359375 8.292803357893726
11 lb 4.286246518885042 613.341796875 13593.0234375 6.991523444108255
11 lf 4.286246518885042 613.341796875 13593.0234375 6.991523444108255
11 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 105.85095370524745 8171.744474411011 21164.101585388184 230.583841500484
11 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 95.34306398672406 8555.195062963292 21547.56455232948 203.4749494798278
12 rr 124.05958534757536 6392.388671875 57809.953125 27.658176307396868
12 rb 334.1096191825651 18825.318359375 70242.8828125 -66.76559705627463
12 rf 435.31378212254754 22192.490234375 73610.0546875 50.54317200349996
12 fr 208.59422301052297 10516.3125 61933.876953125 96.43779164891582
12 fb 6466.8912279507995 349974.390625 401391.955078125 5306.9299440036275
12 ff 6466.8912279507995 349974.390625 401391.955078125 5306.9299440036275
12 sr 17.723535415898162 3278.1650390625 54695.7294921875 -43.123162872792335
12 sb 14.97800954379518 3945.3232421875 55362.8876953125 -21.748425073020265
12 sf 14.97800954379518 3945.3232421875 55362.8876953125 -21.748425073020265
12 lr 86.94883410174583 5956.98828125 57374.552734375 -124.8910608015279
12 lb 100.88318884306771 7239.9775390625 58657.5419921875 -113.59531283103934
12 lf 100.88318884306771 7239.9775390625 58657.5419921875 -113.59531283103934
12 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 438.8238657793101 29615.07224369049 81082.84916210175 -106.99787894423694
12 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 8717.186701963212 481362.2891330505 532830.1150870724 4889.103365995984
13 rr 3121.478283065345 181858.443359375 300776.1015625 7694.809913614703
13 rb 3488.6378719151367 230172.8720703125 349090.5302734375 2135.955191948619
13 rf 3122.4225549008142 223100.7041015625 342018.3623046875 4417.203831640028
13 fr 1766.7409780848918 103714.759765625 222632.41796875 4547.056634861924
13 fb 2064.0217243251564 139482.91015625 258400.568359375 2351.0649360532057
13 ff 2064.0217243251564 139482.91015625 258400.568359375 2351.0649360532057
13 sr 3082.8058423539946 179658.0009765625 298575.6591796875 7562.05687006977
13 sb 1844.4332554792434 132156.767578125 251074.42578125 1621.8065430071456
13 sf 1844.4332554792434 132156.767578125 251074.42578125 1621.8065430071456
13 lr 1608.350499457578 92740.7412109375 211658.3994140625 3899.3746453529147
13 lb 1873.3689935882928 126865.392578125 245783.05078125 1658.287572689849
13 lf 1873.3689935882928 126865.392578125 245783.05078125 1658.287572689849
13 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 3561.2395394863547 205382.07655525208 324415.86528396606 8153.395275945976
13 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 13618.411720470758 690435.9209731985 809469.8231106289 -20693.18251492114
14 rr 1079.378558937127 88255.765625 108232.248046875 594.6129455628712
14 rb 1468.8072468939195 134667.9794921875 154644.4619140625 1235.3489918405967
14 rf 3366.4602855529224 268649.8564453125 288626.3388671875 3215.0326608474397
14 fr 590.7182626041487 51982.884765625 71959.3671875 446.2791008978
14 fb 2285.0955113006657 244694.0927734375 264670.5751953125 2087.584702458899
14 ff 2285.0955113006657 244694.0927734375 264670.5751953125 2087.584702458899
14 sr 272.89066956398165 27273.7822265625 47250.2646484375 197.47241637077724
14 sb 143.76170977057402 19285.078125 39261.560546875 155.7797172730544
14 sf 143.76170977057402 19285.078125 39261.560546875 155.7797172730544
14 lr 354.1274214199724 30881.28515625 50857.767578125 -173.07729010656513
14 lb 396.43897873387107 36512.12109375 56488.603515625 -356.2512478906326
14 lf 396.43897873387107 36512.12109375 56488.603515625 -356.2512478906326
14 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 1073.1548458845632 101535.41222763062 121531.40293312073 460.479452403083
14 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 1822.5896601593397 176635.90762912855 196631.91738567688 1201.8102536180872
15 rr 23.13802173242328 959.412109375 38911.29296875 145.02781665429833
15 rb 1298.8355181141603 79052.4287109375 117004.3095703125 7462.8111296283
15 rf 788.1712047064452 45039.8701171875 82991.7509765625 4436.455010044988
15 fr 296.3379234356677 19813.9521484375 57765.8330078125 1700.3336591127515
15 fb 700.5138753798788 57563.0693359375 95514.9501953125 3923.684750565891
15 ff 700.5138753798788 57563.0693359375 95514.9501953125 3923.684750565891
15 sr 19.248649732645664 2060.98828125 40012.869140625 114.31678124306234
15 sb 44.23461784225978 12384.4248046875 50336.3056640625 259.65566276413443
15 sf 44.23461784225978 12384.4248046875 50336.3056640625 259.65566276413443
15 lr 7.071508041488438 1085.6494140625 39037.5302734375 37.93335699982178
15 lb 312.74444237548903 45090.0810546875 83041.9619140625 1505.2677915198333
15 lf 312.74444237548903 45090.0810546875 83041.9619140625 1505.2677915198333
15 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 880.0824242377013 93867.38289165497 131856.3261346817 4186.236517212588
15 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 2285.1529863341493 157392.15076454263 195381.1302013034 9428.619973218103
16 rr 1.0 0.0 22660.939453125 1.0
16 rb 1.0 0.0 22660.939453125 1.0
16 rf 1.0 0.0 22660.939453125 1.0
16 fr 1.0 0.0 22660.939453125 1.0
16 fb 1.0 0.0 22660.939453125 1.0
16 ff 1.0 0.0 22660.939453125 1.0
16 sr 1.0 0.0 22660.939453125 1.0
16 sb 1.0 0.0 22660.939453125 1.0
16 sf 1.0 0.0 22660.939453125 1.0
16 lr 1.0 0.0 22660.939453125 1.0
16 lb 1.0 0.0 22660.939453125 1.0
16 lf 1.0 0.0 22660.939453125 1.0
16 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 144.64163302547075 8922.08984375 31605.159120559692 -68.21754394935574
16 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 182.96422791088344 16632.719814300537 39315.81070226617 195.20562519899397
17 rr 1.0 0.0 11621.12109375 1.0
17 rb 1.0 0.0 11621.12109375 1.0
17 rf 1.0 0.0 11621.12109375 1.0
17 fr 1.0 0.0 11621.12109375 1.0
17 fb 1.0 0.0 11621.12109375 1.0
17 ff 1.0 0.0 11621.12109375 1.0
17 sr 1.0 0.0 11621.12109375 1.0
17 sb 1.0 0.0 11621.12109375 1.0
17 sf 1.0 0.0 11621.12109375 1.0
17 lr 1.0 0.0 11621.12109375 1.0
17 lb 1.0 0.0 11621.12109375 1.0
17 lf 1.0 0.0 11621.12109375 1.0
17 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 1.316521612785912 19.4306640625 11651.900508880615 1.316521612785912
17 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 1.0012856656374862 0.018975257873535156 11632.499902840704 1.0012856656374862
18 rr 340.28479143392786 15169.99609375 32461.2314453125 -938.45696087572
18 rb 534.5355844016102 23779.4716796875 41070.70703125 -1025.2682908464046
18 rf 429.6876487237323 18548.833984375 35840.0693359375 -1171.7150934017634
18 fr 571.4239208886959 23570.5458984375 40861.78125 -1585.7788506886843
18 fb 899.2330512065624 37845.7421875 55136.9775390625 -2433.534717580641
18 ff 899.2330512065624 37845.7421875 55136.9775390625 -2433.534717580641
18 sr 251.12204921253291 12944.234375 30235.4697265625 -533.7907146918564
18 sb 283.87520467570374 17178.0458984375 34469.28125 -522.3440785584233
18 sf 283.87520467570374 17178.0458984375 34469.28125 -522.3440785584233
18 lr 161.04208626308977 7348.3564453125 24639.591796875 -609.7534126363399
18 lb 193.6126544270085 11823.1533203125 29114.388671875 -1227.9284770679074
18 lf 193.6126544270085 11823.1533203125 29114.388671875 -1227.9284770679074
18 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 387.3518812146839 16507.672024726868 33815.79334831238 -1402.1365134449786
18 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 396.62482437344886 22346.292648461647 39654.43046225421 -288.99746092019507
19 rr 497.65220130566183 18007.4755859375 74835.765625 967.9460280355731
19 rb 4070.085872570611 153418.814453125 210247.1044921875 8759.718509909399
19 rf 1644.2357412656481 65867.8203125 122696.1103515625 5014.175172301737
19 fr 1050.6580793113583 38008.236328125 94836.5263671875 2543.5405852792396
19 fb 2914.526652894549 104732.2607421875 161560.55078125 6786.013186407692
19 ff 2914.526652894549 104732.2607421875 161560.55078125 6786.013186407692
19 sr 82.36155024671503 17971.2939453125 74799.583984375 74.28491527957705
19 sb 62.97537129863245 40382.78515625 97211.0751953125 114.1531866663159
19 sf 62.97537129863245 40382.78515625 97211.0751953125 114.1531866663159
19 lr 293.6141392955937 10652.2451171875 67480.53515625 -713.0495135906909
19 lb 392.79158845984233 15049.1875 71877.4775390625 -1218.146854000475
19 lf 392.79158845984233 15049.1875 71877.4775390625 -1218.146854000475
19 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 15507.629487453376 547918.3888549805 604802.1752710342 35536.97741269409
19 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 18444.621570766863 643667.6058484912 700551.4464602256 44158.42883754348
