iteration scheduler BSLD AVGW AVGT SLD
9 rf 1.402471234171005 118.2958984375 16249.2353515625 1.1479234191008385
9 fr 1.1698891429176455 15.12109375 20592.443359375 1.1224147908118844
9 fb 545.777156568189 26941.5537109375 43782.935546875 -41.004172696336546
9 ff 1.7157299743033796 127.525390625 16316.43359375 1.7477678413834987
9 sr 1.2345809040801394 118.7392578125 16343.6953125 0.9816172418324478
9 sb 2.486969361846901 479.341796875 17477.1328125 3.3739278140905635
9 sf 1.234258343616682 118.7392578125 16247.4921875 0.9624441458711692
9 lr 1.1859277074814647 53.99609375 19961.62109375 1.0520670172653963
9 lb 472.42751404844984 27605.822265625 47918.546875 85.73511653557976
9 lf 1.2348073652700997 51.779296875 16186.1806640625 0.9629545447167561
9 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 169.13402909033837 10790.746854782104 29893.91228580475 -50.86401839823683
9 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 366.0410484301491 23105.874752787873 42196.435461216606 216.03202744364728
10 rr 1.009719998707769 12.0380859375 2693.2470703125 0.8328721139265756
10 rb 1.5166831210200302 69.2333984375 2838.1328125 1.2923882482997033
10 rf 1.0006243259310623 0.666015625 2483.728515625 0.6566158747736858
10 fr 1.0125340317468683 21.63671875 2886.4814453125 0.8142147733323287
10 fb 1.4692554900724595 66.3095703125 2880.216796875 1.2467486214237944
10 ff 1.0006243259310623 0.666015625 2483.728515625 0.6566158747736858
10 sr 1.00060928408468 0.4775390625 3052.3642578125 0.8413344262316201
10 sb 1.8089687482746304 146.7958984375 2922.9091796875 1.5962830772087226
10 sf 1.0006243259310623 0.666015625 2483.728515625 0.6566158747736858
10 lr 1.0006148093911502 0.5537109375 2766.63671875 0.7870039091701145
10 lb 1.8242215302849267 138.083984375 2876.10546875 1.6112600807796618
10 lf 1.0006243259310623 0.666015625 2483.728515625 0.6566158747736858
10 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 2.7956625144914176 307.0485019683838 3051.91477394104 2.5597667768602106
10 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 3.136866097450012 359.0234848652035 2832.824135521427 2.8716626221417294
11 rr 4.912596935707987 986.0869140625 10198.328125 14.281200915955386
11 rb 5.3563159245074585 899.3134765625 13517.2421875 15.920139736850313
11 rf 11.528369867898613 2005.0517578125 10153.953125 31.153190419431827
11 fr 2.4198980957912144 322.4775390625 9949.96875 3.2095796682100146
11 fb 10.98396753640627 1985.978515625 11433.435546875 40.455817246606806
11 ff 9.17315607971356 1756.8408203125 9908.169921875 29.939478112227636
11 sr 2.55567694569984 1091.078125 9296.4755859375 5.1817553310036475
11 sb 2.739179861029754 1133.359375 9406.5751953125 5.695750338201694
11 sf 2.1249282082932255 756.2861328125 8905.2314453125 3.0667714039164236
11 lr 1.9558566606260772 293.92578125 9794.88671875 3.1496200661521043
11 lb 2.0140461527239895 328.724609375 12849.79296875 3.5124153687888424
11 lf 2.5244229956852973 444.7470703125 8595.6572265625 3.872166132914827
11 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 3.794929349059514 630.070065498352 9610.424469947815 9.709684019172135
11 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 22.148448353456082 3610.7461621733382 12764.227953583933 62.558149487193134
12 rr 89.85687107888904 4625.2587890625 39386.4287109375 -63.13323418047722
12 rb 232.55609623754953 13090.0927734375 49647.828125 -51.97858454182755
12 rf 121.51278468308213 6199.884765625 38725.650390625 -83.85851878294228
12 fr 86.12782102851311 4203.876953125 41153.8681640625 10.893501162110157
12 fb 264.0114171667432 13355.3857421875 57526.1337890625 83.01896111056193
12 ff 280.9505728126937 14131.1181640625 47195.5517578125 118.17776552810761
12 sr 11.369956868361818 1204.1015625 40669.31640625 -31.19312943628233
12 sb 19.726272908102647 3863.9970703125 43771.42578125 -12.386696362756686
12 sf 16.743592717565736 3556.4912109375 44596.5400390625 -34.83888832000341
12 lr 58.070391008263485 4343.9765625 43156.765625 -115.11451764122907
12 lb 68.54278933078898 4998.4404296875 45514.126953125 -64.32204107247604
12 lf 55.56117943477515 4129.1533203125 41802.140625 -92.41985531651348
12 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 260.74225649515023 17785.568509101868 55838.4669342041 -288.5552142973183
12 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 367.5608271138196 21994.16657080967 58183.742643490434 38.7677878328464
13 rr 1906.9579636908156 110758.935546875 205926.333984375 4514.491908570151
13 rb 2342.982180955062 156347.73828125 251227.08203125 2719.1549820352507
13 rf 2084.2625536511655 119361.5341796875 207490.494140625 5074.426587121557
13 fr 1904.1166820847325 111136.619140625 208523.07421875 4766.769773628718
13 fb 2437.395049092678 164163.9912109375 261140.099609375 3108.16237286982
13 ff 2053.983866496719 120998.5009765625 210189.4326171875 5391.4298051794485
13 sr 1822.4546136557922 106498.4951171875 202271.00390625 4462.555171623147
13 sb 2127.303630675289 145899.4794921875 240944.2080078125 1960.1694465258167
13 sf 1812.2309801851006 108822.0078125 198245.9111328125 4437.771557357668
13 lr 1022.2406197975987 55742.66015625 146544.826171875 2316.7601861073927
13 lb 2159.1057330320496 145726.0966796875 241263.9775390625 2012.0052053386803
13 lf 1831.1168606969356 105990.294921875 201985.2568359375 4461.8709295304025
13 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 10720.392985457222 527291.2981395721 620590.6740789413 -32237.303342240422
13 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 7596.891372480285 482998.7600567769 573523.8610098427 9239.811853891466
14 rr 1140.5394795802174 102794.884765625 122304.6181640625 949.653236893121
14 rb 1150.9037850974241 103825.1689453125 122145.2099609375 1122.4228133594181
14 rf 896.8497656705415 84955.888671875 97849.7607421875 998.1306373614368
14 fr 378.90900069125917 33924.7509765625 50066.388671875 274.59205246465496
14 fb 1155.8483702587598 104473.5185546875 122327.185546875 972.2653782334867
14 ff 1068.8359814011935 95138.146484375 108030.0048828125 896.5173101577195
14 sr 139.47877164891418 12747.7421875 28912.0185546875 62.18428899164828
14 sb 143.7980599443255 16296.43359375 32282.685546875 120.44559848586563
14 sf 150.7715508873998 13750.4453125 28803.5283203125 69.79767690334234
14 lr 171.7047674196597 15421.4873046875 31341.3232421875 -175.77756412021432
14 lb 278.55668362712413 25451.783203125 41337.455078125 -67.95348592377475
14 lf 170.90750851644415 15375.974609375 28514.9658203125 -162.8774006806807
14 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 3079.835329660766 276559.05466270447 291650.0937166214 1968.735390486424
14 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 99.91868008804458 7097.648490881547 21222.757904020138 -180.44627048095577
15 rr 7.873850831610511 263.080078125 30001.203125 48.2208603233979
15 rb 239.02519390251803 13270.3857421875 41043.7041015625 1382.116361302195
15 rf 64.68413185004 3526.5771484375 29826.28515625 386.5983551734526
15 fr 197.48506092732163 11723.041015625 40878.73046875 1146.1374966314206
15 fb 786.2100044816177 57877.755859375 86216.8779296875 4453.737020512793
15 ff 88.0517541823818 5513.291015625 33141.0234375 505.83906633293236
15 sr 1.5846071143746603 169.9306640625 29278.8046875 4.131298290021747
15 sb 7.041425253405562 4004.7763671875 34056.2548828125 29.271700675064093
15 sf 5.37471884410576 1416.5166015625 29654.142578125 22.734134246041254
15 lr 3.60119247468732 327.8857421875 30789.6220703125 13.86530121265014
15 lb 54.59515317101172 4316.0048828125 34690.814453125 287.2701500034197
15 lf 98.40827249684872 7802.732421875 34953.8125 522.1171938755349
15 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 451.129350076164 45964.19895744324 74642.23516845703 2323.606189379961
15 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 71.80661986334749 39989.04413960688 68245.9416359067 492.1212858370064
16 rr 1.0 0.0 14564.697265625 0.6275924924552855
16 rb 1.0 0.0 14970.2548828125 0.644630264067654
16 rf 1.0 0.0 14178.3955078125 0.609694911705523
16 fr 1.0 0.0 15536.7119140625 0.6757983372830874
16 fb 1.0 0.0 15637.5234375 0.6774259505783021
16 ff 1.0 0.0 14178.3955078125 0.609694911705523
16 sr 1.0 0.0 16482.6904296875 0.7018961212838466
16 sb 1.0 0.0 14509.78125 0.6232950981729938
16 sf 1.0 0.0 14178.3955078125 0.609694911705523
16 lr 1.0 0.0 18908.8818359375 0.8149330854481492
16 lb 1.0 0.0 17266.1708984375 0.773305666472922
16 lf 1.0 0.0 14178.3955078125 0.609694911705523
16 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 275.0608470684205 23869.556640625 40831.4925737381 -358.0154064995404
16 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 1.7108179301708868 38.99761390686035 16182.546379466541 -0.030086282488321278
17 rr 1.0 0.0 9666.7578125 0.7447284558679358
17 rb 1.0 0.0 8356.23046875 0.7643136906344985
17 rf 1.0 0.0 7323.9150390625 0.6118226407762128
17 fr 1.0 0.0 9689.90234375 0.7886552002446413
17 fb 1.0 0.0 9690.3154296875 0.7909397589676511
17 ff 1.0 0.0 7323.9150390625 0.6118226407762128
17 sr 1.0 0.0 9631.1572265625 0.7342813199628048
17 sb 1.0 0.0 8310.041015625 0.6812313690837076
17 sf 1.0 0.0 7323.9150390625 0.6118226407762128
17 lr 1.0 0.0 8934.955078125 0.8977607866782313
17 lb 1.0 0.0 9704.44140625 0.8549293611102942
17 lf 1.0 0.0 7323.9150390625 0.6118226407762128
17 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 1.0009765625 0.0 8001.2352685928345 0.7123471916493456
17 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 1.0009775161743164 0.0 7999.437729754485 0.7161397379693438
18 rr 366.15139225244934 14713.162109375 30243.7412109375 -998.2200536121662
18 rb 443.0283360577478 23161.76171875 38529.654296875 -1183.9779028400114
18 rf 346.1171778754805 14513.162109375 25565.689453125 -1000.1746228789679
18 fr 379.71955594297845 15811.5615234375 30506.966796875 -1036.284675212189
18 fb 684.989972192511 28867.7802734375 41526.1123046875 -1826.8160783017527
18 ff 591.886277383661 24731.51953125 35787.9814453125 -1587.752880496485
18 sr 164.10656880848776 8913.2509765625 21020.1240234375 -407.98871352308095
18 sb 152.8690223665354 10962.048828125 22470.787109375 -493.1178458988548
18 sf 193.26263858868862 10972.1640625 22003.072265625 -450.61657089820727
18 lr 103.15623077955232 4873.8857421875 18231.8935546875 -449.5000132360145
18 lb 126.20161790148525 8388.537109375 22145.580078125 -942.6758476237201
18 lf 162.72742831403073 7741.701171875 18813.162109375 -650.9987924315158
18 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 144.02162186036358 9130.81709098816 22160.539220809937 -78.59236341861185
18 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 169.94482238272673 8585.284977627918 21556.412635957822 -157.70477239020724
19 rr 312.25232370414386 12512.361328125 55581.0888671875 757.0446154278144
19 rb 923.5794507067724 35547.2412109375 73140.8271484375 2596.9866900062175
19 rf 322.78558606260094 12075.1103515625 47759.2587890625 548.2766152237125
19 fr 169.90547522721945 6411.5859375 55091.23828125 360.573802523979
19 fb 645.5393288061598 22872.1318359375 77476.5615234375 1309.3039048324517
19 ff 249.73424477362738 9164.3896484375 44930.4248046875 554.7976486935846
19 sr 15.158603285942581 930.2666015625 38988.1044921875 -0.4152123934395024
19 sb 37.47533378940965 13074.5791015625 54595.1650390625 102.17091530982502
19 sf 21.458550554525495 3361.13671875 39034.1484375 37.91154412226098
19 lr 188.94494550609352 7297.2861328125 50472.71484375 -350.83066370813043
19 lb 318.64919562967594 11348.5107421875 55562.0146484375 -1084.5119843860152
19 lf 57.03633649493031 2420.333984375 38110.5654296875 -101.38594590150828
19 data/logs/model_homo_BSLD/model_homo_BSLD_s2406 629.0374844532223 23081.816732406616 63424.95758342743 -1597.199044373855
19 data/logs/model_hetero_BSLD/model_hetero_BSLD_s2406 4466.886022757479 161136.18146165274 203180.61031014007 8353.077024214532
